timestamp,heart_rate_bpm,steps,sleeping,spo2_pct,calories_burned,is_anomaly,rule_tachycardia,rule_bradycardia,rule_low_spo2,rule_sleep_steps,rule_sleep_hr,rule_anomaly,prophet_anomaly,dbscan_anomaly,anomaly_score,final_anomaly,severity
2024-01-01 02:20:00,52.9,0.0,1.0,97.9,3.28,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:25:00,60.2,0.0,1.0,98.4,2.94,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:30:00,58.9,0.0,1.0,97.7,3.02,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:35:00,55.7,0.0,1.0,98.9,3.16,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:40:00,54.8,0.0,1.0,98.2,2.57,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:45:00,57.6,0.0,1.0,97.5,2.57,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:50:00,59.4,0.0,1.0,96.9,3.03,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:55:00,56.35,0.0,1.0,96.9,3.09,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:00:00,53.3,0.0,1.0,97.0,2.88,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:05:00,61.8,0.0,1.0,99.4,3.29,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:10:00,56.4,0.0,1.0,97.9,2.45,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:15:00,64.8,0.0,1.0,96.6,3.71,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:20:00,54.5,0.0,1.0,98.0,2.84,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:25:00,54.1,0.0,1.0,97.6,2.78,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:30:00,51.2,0.0,1.0,97.6,2.16,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:35:00,59.5,0.0,1.0,97.9,2.4,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:40:00,66.4,0.0,1.0,97.7,2.62,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:45:00,65.8,0.0,1.0,98.0,2.56,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:50:00,59.7,0.0,1.0,97.9,2.53,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:55:00,54.8,0.0,1.0,96.9,3.67,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:00:00,63.8,0.0,1.0,96.8,3.77,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:05:00,58.2,0.0,1.0,97.2,2.97,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:10:00,61.4,0.0,1.0,96.9,4.28,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:15:00,58.4,0.0,1.0,97.2,2.85,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:20:00,54.6,0.0,1.0,97.9,2.96,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:25:00,55.8,0.0,1.0,97.8,2.65,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:30:00,57.0,0.0,1.0,97.6,3.53,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:35:00,58.3,0.0,1.0,98.0,3.51,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:40:00,62.8,0.0,1.0,97.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:45:00,60.2,0.0,1.0,97.4,3.01,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:50:00,55.2,0.0,1.0,96.9,3.28,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 04:55:00,56.9,0.0,1.0,97.1,2.94,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:00:00,53.9,0.0,1.0,97.3,2.94,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:05:00,59.3,0.0,1.0,97.2,2.6,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:10:00,51.9,0.0,1.0,96.8,2.25,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:15:00,59.9,440.0,1.0,97.4,3.06,1.0,0,0,0,1,0,1,0,0,1,1,low
2024-01-01 05:20:00,61.6,0.0,1.0,97.1,3.22,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:25:00,60.8,0.0,1.0,97.3,3.15,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:30:00,59.5,0.0,1.0,97.7,3.63,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:35:00,60.3,0.0,1.0,97.6,4.17,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:40:00,49.7,0.0,1.0,97.2,2.1,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:45:00,58.5,0.0,1.0,98.4,3.44,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:50:00,52.0,0.0,1.0,98.4,3.23,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 05:55:00,53.0,0.0,1.0,98.2,2.5,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:00:00,79.8,91.0,0.0,97.5,7.11,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:05:00,82.4,83.0,0.0,96.9,7.66,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:10:00,87.4,81.0,0.0,97.55,7.41,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:15:00,80.6,85.0,0.0,98.2,8.09,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:20:00,76.6,80.0,0.0,97.9,7.95,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:25:00,71.3,79.0,0.0,97.5,5.7,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:30:00,83.3,71.0,0.0,97.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:35:00,75.8,70.0,0.0,97.1,6.61,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:40:00,89.5,83.0,0.0,97.5,7.76,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:45:00,79.4,77.0,0.0,97.2,6.19,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:50:00,81.4,80.0,0.0,97.7,7.28,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 06:55:00,77.5,72.0,0.0,96.8,7.53,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:00:00,80.1,203.0,0.0,97.1,11.62,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:05:00,83.9,204.0,0.0,98.5,12.07,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:10:00,78.9,196.0,0.0,97.1,11.69,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:15:00,78.2,185.0,0.0,97.9,11.31,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:20:00,76.8,193.0,0.0,97.8,10.74,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:25:00,83.3,183.0,0.0,96.7,11.15,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:30:00,87.2,189.0,0.0,97.2,12.08,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:35:00,82.7,181.0,0.0,97.4,11.43,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:40:00,81.1,188.5,0.0,97.3,11.72,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:45:00,82.8,196.0,0.0,97.3,11.04,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:50:00,76.8,188.0,0.0,98.3,11.94,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 07:55:00,76.0,182.0,0.0,98.1,11.23,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:00:00,77.0,189.0,0.0,97.1,11.48,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:05:00,83.7,180.0,0.0,97.2,12.12,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:10:00,86.6,209.0,0.0,97.0,12.76,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:15:00,69.4,198.0,0.0,98.2,11.62,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:20:00,81.3,208.0,0.0,97.9,11.95,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:25:00,87.8,227.0,0.0,97.2,12.02,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:30:00,79.6,204.0,0.0,89.7,12.09,1.0,0,0,1,0,0,1,0,0,1,1,low
2024-01-01 08:35:00,83.0,224.0,0.0,96.3,13.81,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:40:00,74.1,185.0,0.0,97.4,11.52,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:45:00,74.7,237.0,0.0,97.8,12.83,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:50:00,76.8,211.0,0.0,97.6,12.21,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 08:55:00,88.9,173.0,0.0,96.9,12.26,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:00:00,79.0,43.0,0.0,97.6,5.56,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:05:00,100.1,44.0,0.0,98.1,6.47,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:10:00,96.7,48.0,0.0,97.0,6.5,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:15:00,94.8,48.0,0.0,96.9,6.21,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:20:00,96.7,48.0,0.0,96.8,5.92,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:25:00,89.5,60.0,0.0,98.1,6.7,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:30:00,84.6,50.0,0.0,97.3,5.37,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:35:00,90.6,52.0,0.0,98.0,5.79,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:40:00,85.3,52.0,0.0,97.6,5.64,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:45:00,81.6,53.0,0.0,98.8,5.72,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:50:00,90.3,52.0,0.0,97.2,6.4,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 09:55:00,85.2,44.0,0.0,98.4,6.26,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:00:00,77.7,51.0,0.0,97.4,6.29,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:05:00,74.9,63.0,0.0,97.5,6.67,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:10:00,102.0,58.0,0.0,97.5,6.68,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:15:00,89.0,46.0,0.0,97.6,5.88,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:20:00,93.4,47.0,0.0,97.5,5.8,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:25:00,72.0,55.0,0.0,96.6,5.71,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:30:00,69.4,54.0,0.0,96.9,5.61,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:35:00,100.8,50.0,0.0,98.3,6.82,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:40:00,85.7,56.0,0.0,96.9,6.73,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:45:00,83.2,60.0,0.0,97.6,6.75,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:50:00,93.0,50.0,0.0,97.0,7.29,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 10:55:00,102.8,47.0,0.0,97.7,6.16,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:00:00,96.4,58.0,0.0,97.9,7.53,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:05:00,39.3,55.0,0.0,97.1,6.72,1.0,0,1,0,0,0,1,0,0,1,1,low
2024-01-01 11:10:00,95.2,53.0,0.0,97.5,7.04,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:15:00,89.75,54.0,0.0,97.6,7.15,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:20:00,84.3,56.0,0.0,97.7,7.24,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:25:00,76.6,42.0,0.0,96.4,4.95,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:30:00,95.5,48.0,0.0,97.5,5.98,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:35:00,78.2,59.0,0.0,98.2,6.41,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:40:00,94.7,57.0,0.0,97.9,6.54,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:45:00,94.8,46.0,0.0,97.2,6.53,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 11:50:00,40.6,41.0,0.0,97.5,6.41,1.0,0,1,0,0,0,1,0,0,1,1,low
2024-01-01 11:55:00,80.1,47.0,0.0,97.5,5.85,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:00:00,85.6,39.0,0.0,97.3,6.72,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:05:00,94.4,57.0,0.0,98.0,7.04,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:10:00,79.5,57.0,0.0,97.2,7.75,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:15:00,78.6,54.0,0.0,97.8,6.64,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:20:00,73.5,55.0,0.0,98.5,5.1,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:25:00,103.3,41.0,0.0,97.9,6.99,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:30:00,67.5,52.0,0.0,97.6,5.65,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:35:00,74.8,37.0,0.0,97.4,4.15,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:40:00,83.4,42.0,0.0,97.8,6.18,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:45:00,85.9,40.0,0.0,97.7,5.97,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:50:00,88.8,47.0,0.0,97.7,6.47,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 12:55:00,80.3,54.0,0.0,97.7,6.36,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:00:00,89.8,52.0,0.0,98.5,6.34,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:05:00,78.7,53.0,0.0,98.3,6.58,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:10:00,74.1,53.0,0.0,97.0,6.14,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:15:00,76.8,54.0,0.0,96.7,5.24,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:20:00,102.6,49.0,0.0,98.3,7.03,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:25:00,105.3,51.0,0.0,96.6,7.6,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:30:00,88.3,63.0,0.0,97.7,6.8,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:35:00,100.9,51.0,0.0,97.2,7.78,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:40:00,78.9,50.0,0.0,97.8,6.1,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:45:00,84.8,52.0,0.0,97.5,6.15,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:50:00,86.4,44.0,0.0,97.9,6.52,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 13:55:00,112.9,42.0,0.0,96.9,7.11,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:00:00,74.6,48.0,0.0,97.6,5.81,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:05:00,100.6,39.0,0.0,98.1,5.74,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:10:00,79.0,47.0,0.0,97.1,5.45,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:15:00,97.5,46.0,0.0,98.6,6.92,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:20:00,79.6,51.0,0.0,97.8,6.84,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:25:00,86.5,63.0,0.0,96.8,6.79,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:30:00,93.7,54.0,0.0,97.8,6.38,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:35:00,81.6,49.0,0.0,96.7,6.45,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:40:00,85.3,57.0,0.0,98.1,6.31,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:45:00,90.1,57.0,0.0,97.6,8.04,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:50:00,86.4,37.0,0.0,97.0,6.05,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 14:55:00,93.5,44.0,0.0,97.1,5.92,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:00:00,83.4,40.0,0.0,97.3,5.97,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:05:00,74.3,53.0,0.0,98.0,5.33,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:10:00,101.8,55.0,0.0,97.3,7.29,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:15:00,91.0,43.0,0.0,96.9,5.78,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:20:00,77.4,46.0,0.0,97.5,4.59,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:25:00,102.8,49.0,0.0,96.9,6.99,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:30:00,86.2,50.0,0.0,97.5,6.22,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:35:00,83.7,46.0,0.0,98.1,6.28,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:40:00,84.1,71.0,0.0,97.9,7.25,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:45:00,99.1,51.0,0.0,98.1,7.59,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:50:00,92.6,44.0,0.0,97.4,5.67,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 15:55:00,92.5,53.0,0.0,97.4,6.88,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:00:00,102.9,55.0,0.0,97.4,6.79,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:05:00,94.0,57.0,0.0,97.2,7.6,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:10:00,72.4,51.0,0.0,97.5,5.75,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:15:00,88.5,57.0,0.0,97.1,7.51,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:20:00,91.5,47.0,0.0,98.2,6.29,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:25:00,40.4,60.0,0.0,97.3,7.05,1.0,0,1,0,0,0,1,0,0,1,1,low
2024-01-01 16:30:00,101.2,39.0,0.0,97.2,7.75,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:35:00,109.8,54.0,0.0,98.1,8.08,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:40:00,102.4,54.0,0.0,97.2,5.83,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:45:00,92.0,52.0,0.0,97.4,6.03,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:50:00,102.0,47.0,0.0,97.3,6.33,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 16:55:00,89.0,46.0,0.0,96.6,6.18,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:00:00,87.5,199.0,0.0,98.2,12.47,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:05:00,85.8,204.0,0.0,97.7,12.74,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:10:00,78.9,189.0,0.0,97.1,11.15,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:15:00,91.1,159.0,0.0,97.1,9.64,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:20:00,91.6,202.0,0.0,97.5,12.65,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:25:00,97.9,186.0,0.0,96.9,12.57,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:30:00,89.7,189.0,0.0,97.2,12.36,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:35:00,87.4,192.5,0.0,97.3,12.13,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:40:00,85.6,196.0,0.0,98.5,11.76,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:45:00,86.0,184.0,0.0,97.1,11.6,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:50:00,85.3,198.0,0.0,97.8,12.21,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 17:55:00,90.8,215.0,0.0,97.1,13.31,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:00:00,94.7,196.0,0.0,97.8,11.96,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:05:00,90.9,222.0,0.0,97.3,13.19,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:10:00,83.8,205.0,0.0,96.9,12.47,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:15:00,146.4,207.0,0.0,97.5,12.04,1.0,1,0,0,0,0,1,0,0,1,1,low
2024-01-01 18:20:00,100.2,220.0,0.0,97.6,13.36,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:25:00,101.4,192.0,0.0,97.7,12.57,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:30:00,80.4,185.0,0.0,98.0,11.17,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:35:00,92.9,205.0,0.0,98.1,12.7,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:40:00,88.8,193.0,0.0,97.1,11.92,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:45:00,94.0,200.0,0.0,98.0,13.31,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:50:00,91.8,207.0,0.0,97.8,12.96,0.0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 18:55:00,71.3,218.0,0.0,96.4,12.41,0.0,0,0,0,0,0,0,0,0,0,0,normal
